new_index,dividendyield,earningsyield,ebitdagrowth,evtoebit,evtoebitda,evtofcff,evtoinvestedcapital,evtonopat,freecashflow,pricetoearnings,revenuegrowth
BMY2018-03-31,0.21145877726205053,-1.0081218142123607,-0.19012213917180454,-0.1310547761911065,0.17762559559606259,-0.2657473607597325,0.004906164705792244,0.7377310358724408,0.14817121142510045,0.3328939657757714,-0.3016834384882709
BWA2017-12-31,-0.40486403042942803,-0.24506060755117046,0.44135597554745215,-0.28428730279309466,-0.7147151874887272,-0.09854566198966132,-0.13274590022783345,-0.1660977019388627,-0.5143265212615747,-0.14869348510537717,-0.12070562720347645
BWA2018-03-31,-0.36970280027927943,-0.22791675747081566,0.42954036399952733,-0.2871996622717564,-0.7274068181738492,-0.10258621909808459,-0.13344761158795704,-0.16877964992611896,-0.532502557781153,-0.15122269093016838,0.04856286152097444
BXP2017-12-31,0.14784256483145047,-0.6924486837514217,-0.1461647991049791,0.13728406006041818,0.6426158623543954,0.13116592675804348,-0.14592038991937614,-0.08631389814793941,-0.49674892991966285,-0.027301389677196464,-0.6914444249168168
CAT2017-12-31,-0.02414475032682588,-1.0497885029298948,0.29073570208046534,-0.053503936905840904,0.012810525441842356,-0.16057775347280417,-0.11432644734051446,0.6751666802159998,-0.0798776883753189,0.46697306150543755,0.5595984856420083
CB2017-12-31,-0.04580034240605647,0.14501732419107946,-0.27771928749943525,-0.09753936400238594,0.2600227701583278,-0.1233585790881408,-0.15550542847119825,-0.18457550823578112,-0.2633667567415397,-0.19081919372680314,-0.46102877250056634
CBS2017-12-31,-0.37426677452393453,-0.8804899088078249,-0.15963541254674965,-0.23522206361883707,-0.2248907666469353,0.29055056844048965,-0.1255162038284905,-0.19481121287587191,-0.5082422279158632,0.11238525378296658,-0.3967609477406683
CCL2018-02-28,0.2387029092326954,0.10991793528911875,-0.07618127882440337,-0.13579145558002534,-0.508209405598237,0.0019139872652227127,-0.14695508495441093,-0.19602700043533566,-0.4195477384775831,-0.1880221464727908,-0.08140993454334074
CDNS2018-03-31,-0.9445306992770065,-0.7589579672769303,-0.06519337229268551,0.0467319238721864,0.7891239027775052,-0.0893652489619855,0.010576293497782803,0.012313530511206814,-0.5262350996114122,0.009775079946332702,-0.1572091494342609
CELG2017-12-31,-0.9445306992770065,-0.3893198338370836,0.030275544598842474,-0.11529803201347992,0.3995063815165291,-0.2997423009903343,-0.024208272316386108,-0.14482178041606864,0.5967280663187167,-0.12339592326645354,0.4110043764937102
CFG2017-12-31,-0.2311535821379655,0.6592344400876347,-0.06255638900387232,-0.1895088829564318,-0.1780716000623916,-0.32883326560309173,-0.16135051478729467,-0.2041529348535439,0.19282116571419658,-0.2199973987388711,-0.08153311853287097
CHRW2017-12-31,0.006499076744429386,-0.26023672734970554,-0.15200567015376498,-0.17123292196511375,0.08539629244589482,-0.1256944381138611,-0.07802370172039454,-0.15883111647218046,-0.5034481871393873,-0.14638136537047977,0.22792559383192837
CHTR2017-12-31,-0.9445306992770065,1.1954655385120492,0.041614450299168784,0.26047738330079184,-0.271948225072914,-0.3442073479102365,-0.15047681060092927,-0.31144889273488463,6.634025372964416,-0.23733432193487114,2.2977382650231637
CHTR2018-03-31,-0.9445306992770065,1.3895575341850481,-0.06756833062074682,0.2300364157245366,-0.32484901387147125,-0.34508042704633635,-0.15165636294086887,-0.31275920146365976,6.493828116253038,-0.2418705039484836,0.3454294327337973
CL2017-12-31,0.04790084310665752,-0.49788935213649027,-0.15287010764110537,-0.13126859062293247,0.279510898581768,-0.23309404005915413,0.07683440101400936,-0.11141684472438086,-0.08781664504552782,-0.09792469255561484,-0.5535194179728294
CL2018-03-31,0.1012713990696644,-0.45853474650009446,-0.14858669336837754,-0.14724087354231916,0.19476188714968865,-0.23921122937741562,0.06499937107691163,-0.12213669978132634,-0.2395612127004537,-0.1079681346412945,-0.44542546716007364
CLX2017-12-31,0.09707999415110365,-0.24383077612503323,-0.11140200470142302,-0.13923145389851574,0.22061137168795716,-0.23902888504885259,-0.054349879318799005,-0.15554307854430133,-0.4023961169832509,-0.14887632662897787,-0.4779665710609697
CMCSA2017-12-31,0.2557945270672709,1.7168156766802016,-0.11174320854439591,-0.24394707188528386,-0.6458488453140289,-0.28317070350112544,-0.14215598125554965,-0.27744652553029714,1.9935876432632533,-0.24817333867675326,-0.31923715699632527
CMCSA2018-03-31,-0.08100814372196682,2.226703785956753,-0.1185754481752167,-0.2702393497601417,-0.7483557791904342,-0.2924581884744917,-0.14632298035118968,-0.28487689958807627,2.1632338701323155,-0.255626423926404,-0.293026341446287
CME2017-12-31,1.0214710633567976,0.7652213123921531,-0.11672372349152291,-0.10331235366168712,0.504468757411199,-0.2425501834732884,-0.14086355309360624,-0.24607848496048845,-0.20398343364475646,-0.22415689052325938,-0.5759457476223008
CMG2017-12-31,-0.9445306992770065,-0.7210053694663312,0.42773149386548925,0.007788384010980724,0.27483830638667434,-0.18950891521924923,-0.00868220299976436,-0.02029266522301721,-0.5147548384381263,-0.01252975140261795,0.3324745831682039
CMG2018-03-31,-0.9445306992770065,-0.7763969768995582,0.07483039952943868,0.06865652468401859,0.5044998389557339,-0.16741264684808085,0.012720934115854853,0.020282170159110546,-0.5029531849305334,0.021240894553401234,0.019730964415932452
CNC2017-12-31,-0.9445306992770065,-0.07534387074421402,-0.12643456444350132,-0.30108208155103766,-0.7423259595506455,-0.31197064173518296,-0.028465572069629172,-0.2401149928661454,-0.35695877785882063,-0.17047180624757122,0.6401608147947631
